Cluster_Key,Company,Paint_Name,Cluster_Status,Cluster_Size,Rows_With_Color,Rows_Missing_Color,Product_Lines,Paint_Types,Paint_IDs,Missing_Paint_IDs,Example_Hex,Example_RGB,Example_Source_Paint_ID,Recommended_Action
army painter|rough iron,Army Painter,Rough Iron,ENTIRE_CLUSTER_MISSING,2,0,2,Air | Fanatic,Air Metallic/Effect | Metallic,AP_AIR_ROUGH_IRON | AP_FANATIC_ROUGH_IRON,AP_AIR_ROUGH_IRON | AP_FANATIC_ROUGH_IRON,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|ruby skin,Army Painter,Ruby Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_RUBY_SKIN,AP_FANATIC_RUBY_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|ruddy umber,Army Painter,Ruddy Umber,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_RUDDY_UMBER,AP_FANATIC_RUDDY_UMBER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|ruinous spell,Army Painter,Ruinous Spell,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_RUINOUS_SPELL,AP_AIR_RUINOUS_SPELL,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|runic cobalt,Army Painter,Runic Cobalt,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_RUNIC_COBALT,AP_FANATIC_RUNIC_COBALT,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|rust tone,Army Painter,Rust Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_RUST_TONE,AP_FANATIC_RUST_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|sacred scarlet,Army Painter,Sacred Scarlet,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_SACRED_SCARLET,AP_FANATIC_SACRED_SCARLET,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|safety orange,Army Painter,Safety Orange,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_SAFETY_ORANGE,AP_AIR_SAFETY_ORANGE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|sapphire gem,Army Painter,Sapphire Gem,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_SAPPHIRE_GEM,AP_AIR_SAPPHIRE_GEM,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|satin varnish,Army Painter,Satin Varnish,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Auxiliary,AP_AIR_SATIN_VARNISH,AP_AIR_SATIN_VARNISH,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|savage green,Army Painter,Savage Green,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_SAVAGE_GREEN,AP_AIR_SAVAGE_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|scarab green,Army Painter,Scarab Green,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_SCARAB_GREEN,AP_FANATIC_SCARAB_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|sepia tone,Army Painter,Sepia Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_SEPIA_TONE,AP_FANATIC_SEPIA_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|shark white,Army Painter,Shark White,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_SHARK_WHITE,AP_AIR_SHARK_WHITE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|shieldwall blue,Army Painter,Shieldwall Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_SHIELDWALL_BLUE,AP_FANATIC_SHIELDWALL_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|shining silver,Army Painter,Shining Silver,ENTIRE_CLUSTER_MISSING,2,0,2,Air | Fanatic,Air Metallic/Effect | Metallic,AP_AIR_SHINING_SILVER | AP_FANATIC_SHINING_SILVER,AP_AIR_SHINING_SILVER | AP_FANATIC_SHINING_SILVER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|soft tone,Army Painter,Soft Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_SOFT_TONE,AP_FANATIC_SOFT_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|space dust,Army Painter,Space Dust,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_SPACE_DUST,AP_FANATIC_SPACE_DUST,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|speedpaint medium,Army Painter,Speedpaint Medium,ENTIRE_CLUSTER_MISSING,1,0,1,Speedpaint,Speedpaint,AP_SPEEDPAINT_SPEEDPAINT_MEDIUM,AP_SPEEDPAINT_SPEEDPAINT_MEDIUM,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|spellbound fuchsia,Army Painter,Spellbound Fuchsia,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_SPELLBOUND_FUCHSIA,AP_FANATIC_SPELLBOUND_FUCHSIA,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|storm wolf,Army Painter,Storm Wolf,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_STORM_WOLF,AP_AIR_STORM_WOLF,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|stratos blue,Army Painter,Stratos Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_STRATOS_BLUE,AP_FANATIC_STRATOS_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|strong skin shade,Army Painter,Strong Skin Shade,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_STRONG_SKIN_SHADE,AP_FANATIC_STRONG_SKIN_SHADE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|strong tone,Army Painter,Strong Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_STRONG_TONE,AP_FANATIC_STRONG_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|tainted gold,Army Painter,Tainted Gold,ENTIRE_CLUSTER_MISSING,2,0,2,Air | Fanatic,Air Metallic/Effect | Metallic,AP_AIR_TAINTED_GOLD | AP_FANATIC_TAINTED_GOLD,AP_AIR_TAINTED_GOLD | AP_FANATIC_TAINTED_GOLD,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|talisman purple,Army Painter,Talisman Purple,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_TALISMAN_PURPLE,AP_AIR_TALISMAN_PURPLE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|talisman teal,Army Painter,Talisman Teal,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TALISMAN_TEAL,AP_FANATIC_TALISMAN_TEAL,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|talos bronze,Army Painter,Talos Bronze,ENTIRE_CLUSTER_MISSING,1,0,1,Speedpaint,Speedpaint Metallic,AP_SPEEDPAINT_TALOS_BRONZE,AP_SPEEDPAINT_TALOS_BRONZE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|temple gate teal,Army Painter,Temple Gate Teal,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TEMPLE_GATE_TEAL,AP_FANATIC_TEMPLE_GATE_TEAL,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|terrestrial titan,Army Painter,Terrestrial Titan,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TERRESTRIAL_TITAN,AP_FANATIC_TERRESTRIAL_TITAN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|thunder storm,Army Painter,Thunder Storm,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_THUNDER_STORM,AP_AIR_THUNDER_STORM,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|thunderous blue,Army Painter,Thunderous Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_THUNDEROUS_BLUE,AP_FANATIC_THUNDEROUS_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|tidal blue,Army Painter,Tidal Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TIDAL_BLUE,AP_FANATIC_TIDAL_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|tigers eye skin,Army Painter,Tiger'S Eye Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TIGER_S_EYE_SKIN,AP_FANATIC_TIGER_S_EYE_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|tomb king tan,Army Painter,Tomb King Tan,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TOMB_KING_TAN,AP_FANATIC_TOMB_KING_TAN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|topaz skin,Army Painter,Topaz Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TOPAZ_SKIN,AP_FANATIC_TOPAZ_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|tourmaline skin,Army Painter,Tourmaline Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TOURMALINE_SKIN,AP_FANATIC_TOURMALINE_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|traitor red,Army Painter,Traitor Red,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_TRAITOR_RED,AP_AIR_TRAITOR_RED,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|tree ancient,Army Painter,Tree Ancient,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TREE_ANCIENT,AP_FANATIC_TREE_ANCIENT,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|triumphant navy,Army Painter,Triumphant Navy,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TRIUMPHANT_NAVY,AP_FANATIC_TRIUMPHANT_NAVY,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|true blood,Army Painter,True Blood,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_TRUE_BLOOD,AP_FANATIC_TRUE_BLOOD,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|true brass,Army Painter,True Brass,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Metallic,AP_FANATIC_TRUE_BRASS,AP_FANATIC_TRUE_BRASS,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|true copper,Army Painter,True Copper,ENTIRE_CLUSTER_MISSING,2,0,2,Air | Fanatic,Air Metallic/Effect | Metallic,AP_AIR_TRUE_COPPER | AP_FANATIC_TRUE_COPPER,AP_AIR_TRUE_COPPER | AP_FANATIC_TRUE_COPPER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|tundra taupe,Army Painter,Tundra Taupe,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TUNDRA_TAUPE,AP_FANATIC_TUNDRA_TAUPE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|turquoise siren,Army Painter,Turquoise Siren,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_TURQUOISE_SIREN,AP_FANATIC_TURQUOISE_SIREN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|twilight sky,Army Painter,Twilight Sky,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_TWILIGHT_SKY,AP_AIR_TWILIGHT_SKY,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|undergrowth green,Army Painter,Undergrowth Green,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_UNDERGROWTH_GREEN,AP_AIR_UNDERGROWTH_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|unforgiven green,Army Painter,Unforgiven Green,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_UNFORGIVEN_GREEN,AP_AIR_UNFORGIVEN_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|urban buff,Army Painter,Urban Buff,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_URBAN_BUFF,AP_FANATIC_URBAN_BUFF,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|violent vermillion,Army Painter,Violent Vermillion,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_VIOLENT_VERMILLION,AP_FANATIC_VIOLENT_VERMILLION,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|violet coven,Army Painter,Violet Coven,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_VIOLET_COVEN,AP_FANATIC_VIOLET_COVEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|violet volt,Army Painter,Violet Volt,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_VIOLET_VOLT,AP_AIR_VIOLET_VOLT,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|viper brown,Army Painter,Viper Brown,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_VIPER_BROWN,AP_AIR_VIPER_BROWN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|vivid volt,Army Painter,Vivid Volt,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_VIVID_VOLT,AP_FANATIC_VIVID_VOLT,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|warlock magenta,Army Painter,Warlock Magenta,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WARLOCK_MAGENTA,AP_FANATIC_WARLOCK_MAGENTA,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|warpaints retarder,Army Painter,Warpaints Retarder,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Auxiliary,AP_FANATIC_WARPAINTS_RETARDER,AP_FANATIC_WARPAINTS_RETARDER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|warpaints stabilizer,Army Painter,Warpaints Stabilizer,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Auxiliary,AP_FANATIC_WARPAINTS_STABILIZER,AP_FANATIC_WARPAINTS_STABILIZER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|warped yellow,Army Painter,Warped Yellow,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WARPED_YELLOW,AP_FANATIC_WARPED_YELLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|wash medium,Army Painter,Wash Medium,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_WASH_MEDIUM,AP_FANATIC_WASH_MEDIUM,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|wasteland clay,Army Painter,Wasteland Clay,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WASTELAND_CLAY,AP_FANATIC_WASTELAND_CLAY,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|weapon bronze,Army Painter,Weapon Bronze,ENTIRE_CLUSTER_MISSING,2,0,2,Air | Fanatic,Air Metallic/Effect | Metallic,AP_AIR_WEAPON_BRONZE | AP_FANATIC_WEAPON_BRONZE,AP_AIR_WEAPON_BRONZE | AP_FANATIC_WEAPON_BRONZE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|weird elixir,Army Painter,Weird Elixir,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WEIRD_ELIXIR,AP_FANATIC_WEIRD_ELIXIR,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|wicked pink,Army Painter,Wicked Pink,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WICKED_PINK,AP_FANATIC_WICKED_PINK,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|wild green,Army Painter,Wild Green,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WILD_GREEN,AP_FANATIC_WILD_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|wildling flesh,Army Painter,Wildling Flesh,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_WILDLING_FLESH,AP_AIR_WILDLING_FLESH,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|wilted rose,Army Painter,Wilted Rose,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WILTED_ROSE,AP_FANATIC_WILTED_ROSE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|witchbane plum,Army Painter,Witchbane Plum,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_WITCHBANE_PLUM,AP_AIR_WITCHBANE_PLUM,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|woodland camo,Army Painter,Woodland Camo,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WOODLAND_CAMO,AP_FANATIC_WOODLAND_CAMO,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|worn stone,Army Painter,Worn Stone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_WORN_STONE,AP_FANATIC_WORN_STONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
